lead_id,database_score,converted,record_created_date,conversion_date,country,job_level,in_outreach_window_cohort,converted_seniority_cohort,channel_a_connected,converted_channel_a,channel_a_total_calls,channel_a_connected_seconds,in_channel_b_cohort,channel_b_connected,converted_channel_b,channel_b_total_calls,channel_b_connected_seconds
10961,71.8,0,2023-05-14,,Other,Manager,0,0,0,0,3,0.0,0,0,0,1,0.0
10962,74.8,0,2023-04-18,,Indonesia,Director,0,0,0,0,5,0.0,1,1,0,0,46.5
10963,79.2,0,2022-09-24,,Singapore,Director,1,0,0,0,2,0.0,1,0,0,0,0.0
10964,83.1,1,2022-07-13,2025-03-01,Singapore,Manager,1,0,1,0,0,8.8,0,0,0,2,0.0
10965,88.0,0,2024-02-17,,Malaysia,Manager,1,0,0,0,1,0.0,0,0,0,1,0.0
10966,72.3,0,2020-03-17,,Indonesia,Unknown,1,0,1,0,2,103.1,0,0,0,3,0.0
10967,75.9,0,2021-01-13,,Singapore,Executive,1,0,1,0,1,85.6,0,0,0,0,0.0
10968,70.8,0,2021-11-24,,India,Individual Contributor,1,0,0,0,2,0.0,0,0,0,3,0.0
10969,75.1,0,2020-07-15,,Singapore,Vice President,0,0,0,0,1,0.0,0,0,0,1,0.0
10970,67.7,0,2024-01-13,,Australia,Individual Contributor,0,0,0,0,2,0.0,0,0,0,1,0.0
10971,78.7,0,2019-05-03,,Australia,Unknown,1,0,0,0,4,0.0,0,0,0,3,0.0
10972,74.5,0,2020-01-25,,Singapore,Director,0,0,0,0,1,0.0,0,0,0,0,0.0
10973,52.7,0,2022-12-15,,Singapore,C-Level,0,0,0,0,0,0.0,0,0,0,2,0.0
10974,78.1,0,2019-04-14,,Singapore,C-Level,0,0,0,0,2,0.0,0,0,0,3,0.0
10975,73.7,0,2022-05-07,,Singapore,Manager,0,0,0,0,3,0.0,0,0,0,1,0.0
10976,75.5,0,2020-09-04,,Hong Kong,Director,0,0,0,0,2,0.0,0,0,0,1,0.0
10977,70.7,0,2021-01-11,,Australia,Director,1,0,0,0,1,0.0,0,0,0,3,0.0
10978,82.9,1,2025-08-02,2026-01-31,Singapore,Vice President,1,0,0,0,3,0.0,1,0,0,1,0.0
10979,65.1,0,2024-04-30,,Indonesia,Individual Contributor,0,0,0,0,2,0.0,0,0,0,0,0.0
10980,77.6,0,2025-10-29,,Philippines,Manager,1,0,0,0,3,0.0,1,0,0,1,0.0
10981,73.9,0,2023-10-11,,Thailand,Individual Contributor,0,0,0,0,2,0.0,1,0,0,0,0.0
10982,70.9,0,2025-07-25,,Hong Kong,Manager,1,0,1,0,0,29.8,0,0,0,1,0.0
10983,70.4,0,2021-03-17,,Other,Director,0,0,0,0,1,0.0,0,0,0,1,0.0
10984,75.3,0,2023-07-17,,Singapore,Director,0,0,0,0,2,0.0,1,0,0,1,0.0
10985,72.1,0,2022-12-16,,Indonesia,Vice President,0,0,0,0,0,0.0,0,0,0,0,0.0
10986,74.4,0,2021-11-13,,Philippines,Manager,1,1,0,0,2,0.0,1,0,0,1,0.0
10987,61.6,0,2022-05-11,,Thailand,Director,1,0,0,0,1,0.0,0,0,0,2,0.0
10988,75.4,0,2023-11-08,,Indonesia,Unknown,0,0,0,0,1,0.0,0,0,0,0,0.0
10989,72.3,0,2021-06-08,,Indonesia,Vice President,0,1,0,0,1,0.0,0,0,0,2,0.0
10990,74.6,0,2020-08-11,,Singapore,Manager,0,0,0,0,0,0.0,0,0,0,0,0.0
10991,73.8,0,2020-03-20,,Singapore,Manager,1,0,1,0,0,7.7,0,0,0,1,0.0
10992,72.8,0,2025-12-12,,Singapore,Unknown,0,0,0,0,0,0.0,0,0,0,1,0.0
10993,89.0,1,2019-01-17,2021-09-12,Malaysia,Director,1,0,0,0,0,0.0,0,0,0,0,0.0
10994,78.1,0,2020-08-04,,Thailand,Manager,0,0,0,0,1,0.0,0,0,0,1,0.0
10995,78.6,0,2025-07-28,,Thailand,Executive,1,0,0,0,1,0.0,0,0,0,2,0.0
10996,56.6,0,2021-10-11,,Australia,Manager,0,0,0,0,1,0.0,0,0,0,0,0.0
10997,88.8,1,2024-03-14,2024-04-02,Singapore,Individual Contributor,0,0,0,0,0,0.0,1,1,0,0,27.1
10998,82.7,0,2022-09-07,,Philippines,Manager,0,0,0,0,0,0.0,1,1,0,1,70.1
10999,71.5,0,2020-08-14,,Malaysia,Manager,0,0,0,0,1,0.0,0,0,0,1,0.0
11000,58.1,0,2019-08-03,,Singapore,Executive,0,0,0,0,0,0.0,0,0,0,1,0.0
11001,89.4,0,2020-04-11,,India,Unknown,0,0,0,0,2,0.0,0,0,0,3,0.0
11002,63.7,0,2019-12-27,,Singapore,Manager,1,0,0,0,1,0.0,0,0,0,1,0.0
11003,70.5,0,2022-05-31,,Singapore,Manager,0,0,0,0,2,0.0,1,1,0,3,18.5
11004,73.1,0,2021-02-14,,Singapore,Manager,0,0,0,0,2,0.0,0,0,0,0,0.0
11005,68.7,0,2020-07-06,,Malaysia,Manager,1,0,1,0,0,6.0,0,0,0,2,0.0
11006,70.7,0,2022-11-19,,Singapore,Individual Contributor,0,0,0,0,5,0.0,1,0,0,1,0.0
11007,78.0,0,2024-08-17,,Hong Kong,C-Level,1,0,0,0,3,0.0,0,0,0,1,0.0
11008,73.0,0,2022-11-21,,Hong Kong,Manager,1,0,0,0,2,0.0,0,0,0,1,0.0
11009,72.8,0,2024-12-13,,Philippines,Director,0,0,0,0,2,0.0,0,0,0,0,0.0
11010,73.8,0,2020-12-29,,Thailand,Manager,0,0,0,0,4,0.0,0,0,0,1,0.0
11011,60.6,0,2024-11-11,,India,Manager,0,0,0,0,2,0.0,0,0,0,1,0.0
11012,91.9,1,2020-12-24,2021-01-19,Singapore,Manager,0,0,0,0,0,0.0,1,0,0,0,0.0
11013,79.2,1,2024-10-25,2026-01-31,Philippines,Individual Contributor,0,0,0,0,3,0.0,0,0,0,2,0.0
11014,68.1,0,2025-04-15,,Malaysia,Unknown,1,0,0,0,0,0.0,0,0,0,2,0.0
11015,71.9,0,2020-09-03,,Singapore,Manager,0,0,0,0,1,0.0,0,0,0,1,0.0
11016,73.9,0,2023-10-27,,Malaysia,Individual Contributor,0,0,0,0,1,0.0,0,0,0,0,0.0
11017,75.9,0,2023-06-07,,Singapore,Individual Contributor,1,0,0,1,5,0.0,0,0,0,3,0.0
11018,69.7,0,2024-07-27,,Hong Kong,Manager,0,0,0,0,1,0.0,1,0,0,2,0.0
11019,77.9,0,2019-03-08,,Indonesia,Director,0,0,0,0,3,0.0,1,0,0,2,0.0
11020,65.7,0,2019-06-26,,Singapore,C-Level,1,0,0,0,1,0.0,0,0,0,1,0.0
11021,85.8,1,2019-01-17,2021-04-24,Hong Kong,Individual Contributor,0,0,0,0,0,0.0,0,0,0,2,0.0
11022,64.0,0,2023-03-24,,Thailand,Individual Contributor,0,0,0,0,2,0.0,0,0,0,1,0.0
11023,74.3,0,2020-08-10,,Singapore,Manager,1,0,1,0,3,57.7,0,0,0,1,0.0
11024,79.3,0,2021-06-11,,Malaysia,Director,0,0,0,0,2,0.0,0,0,0,3,0.0
11025,75.0,0,2019-03-14,,Singapore,Manager,1,0,0,0,0,0.0,0,0,0,3,0.0
11026,77.3,0,2025-09-07,,Malaysia,Vice President,0,0,0,0,1,0.0,1,1,0,1,13.4
11027,71.1,0,2021-04-10,,India,Manager,1,0,0,0,1,0.0,1,1,0,3,17.6
11028,74.5,0,2022-12-17,,Hong Kong,Manager,0,0,0,0,1,0.0,0,0,0,0,0.0
11029,87.0,0,2021-08-16,,Thailand,Manager,0,0,0,0,2,0.0,0,0,0,1,0.0
11030,76.8,0,2022-05-05,,Singapore,Director,0,0,0,0,2,0.0,0,0,0,0,0.0
11031,79.4,0,2019-06-03,,Australia,Manager,0,0,0,0,2,0.0,0,0,0,2,0.0
11032,86.8,1,2024-08-09,2024-08-29,Thailand,Individual Contributor,0,0,0,0,0,0.0,0,0,0,2,0.0
11033,70.0,0,2021-02-16,,Singapore,Manager,0,0,0,0,3,0.0,0,0,0,3,0.0
11034,72.9,0,2025-06-27,,Hong Kong,Individual Contributor,0,0,0,0,4,0.0,0,0,0,0,0.0
11035,72.1,0,2022-09-26,,Indonesia,Manager,0,0,0,0,0,0.0,0,0,0,3,0.0
11036,65.9,0,2021-02-05,,Australia,Individual Contributor,0,0,0,0,1,0.0,0,0,0,1,0.0
11037,77.9,0,2023-08-27,,Australia,Manager,0,1,0,0,1,0.0,0,0,0,1,0.0
11038,70.8,0,2025-01-14,,India,Unknown,0,0,0,0,3,0.0,0,0,0,2,0.0
11039,52.2,0,2022-01-01,,Thailand,Manager,0,0,0,0,3,0.0,1,0,0,3,0.0
11040,72.8,0,2025-06-01,,Indonesia,Unknown,0,0,0,0,0,0.0,0,0,0,0,0.0
11041,71.0,0,2025-05-31,,Singapore,Individual Contributor,0,0,0,0,1,0.0,0,0,0,1,0.0
11042,69.3,0,2020-08-26,,Malaysia,Manager,0,0,0,0,1,0.0,1,1,0,0,56.5
11043,68.7,0,2021-07-26,,Singapore,Manager,1,0,0,0,1,0.0,0,0,0,1,0.0
11044,79.6,0,2021-08-18,,Malaysia,Manager,0,0,0,0,2,0.0,1,0,0,1,0.0
11045,71.7,0,2023-11-30,,India,Manager,0,0,0,0,4,0.0,0,0,0,2,0.0
11046,69.7,0,2024-01-30,,Singapore,Manager,0,0,0,0,0,0.0,0,0,0,1,0.0
11047,70.2,0,2021-07-25,,India,Manager,0,0,0,0,3,0.0,1,1,0,1,33.0
11048,91.8,1,2025-06-12,2025-12-10,Thailand,C-Level,0,0,0,0,1,0.0,0,0,0,1,0.0
11049,81.2,0,2022-09-10,,Thailand,Manager,0,0,0,0,1,0.0,0,0,0,1,0.0
11050,68.3,0,2023-04-16,,Philippines,Manager,1,0,0,0,1,0.0,0,0,0,0,0.0
11051,73.6,0,2024-09-04,,Thailand,Unknown,0,0,0,0,1,0.0,0,0,0,0,0.0
11052,93.9,1,2021-09-25,2024-08-18,Hong Kong,Manager,0,1,0,0,1,0.0,0,0,0,0,0.0
11053,67.3,0,2023-03-26,,Singapore,Manager,0,0,0,0,4,0.0,0,0,0,0,0.0
11054,76.5,0,2022-07-17,,Thailand,Unknown,0,0,0,0,2,0.0,1,0,0,2,0.0
11055,50.3,0,2023-12-12,,Philippines,Manager,0,1,0,0,2,0.0,0,0,0,2,0.0
11056,66.3,0,2020-03-02,,Singapore,C-Level,0,0,0,0,3,0.0,0,0,0,4,0.0
11057,79.5,0,2019-04-19,,Singapore,Manager,0,0,0,0,1,0.0,1,1,0,1,8.2
11058,71.8,0,2024-08-16,,Singapore,Individual Contributor,1,0,0,0,2,0.0,0,0,0,1,0.0
11059,71.1,0,2021-01-25,,Other,Unknown,1,0,0,0,1,0.0,0,0,0,0,0.0
11060,58.0,0,2020-09-25,,Singapore,Manager,1,0,0,1,6,0.0,0,0,0,0,0.0
11061,78.5,0,2024-06-23,,Singapore,Director,0,0,0,0,1,0.0,1,0,0,3,0.0
11062,65.5,0,2021-11-07,,Thailand,Executive,1,1,1,0,0,60.4,0,0,0,0,0.0
11063,71.4,0,2019-01-18,,Singapore,Director,0,0,0,0,1,0.0,0,0,0,1,0.0
11064,80.2,0,2024-03-18,,Singapore,Manager,0,0,0,0,2,0.0,0,0,0,3,0.0
11065,66.8,0,2021-10-26,,Malaysia,C-Level,0,0,0,0,5,0.0,0,0,0,0,0.0
11066,72.3,0,2023-05-27,,Singapore,Individual Contributor,0,0,0,0,0,0.0,0,0,0,1,0.0
11067,65.3,0,2022-01-20,,Philippines,Individual Contributor,0,0,0,0,1,0.0,0,0,0,0,0.0
11068,67.1,0,2025-11-12,,Singapore,Individual Contributor,1,0,0,0,3,0.0,1,0,0,1,0.0
11069,68.4,0,2021-12-16,,Australia,Vice President,0,0,0,0,2,0.0,0,0,0,3,0.0
11070,71.8,0,2019-04-22,,Other,Unknown,0,0,0,0,2,0.0,0,0,0,1,0.0
11071,74.3,0,2022-11-23,,Singapore,Individual Contributor,1,0,1,0,0,67.0,0,0,0,0,0.0
11072,75.2,0,2025-10-02,,Other,Manager,1,0,1,0,2,6.7,0,0,0,3,0.0
11073,72.2,0,2024-03-13,,Malaysia,Executive,1,0,0,0,4,0.0,0,0,0,0,0.0
11074,78.1,0,2019-04-29,,Singapore,Unknown,0,0,0,0,1,0.0,1,0,0,1,0.0
11075,74.1,0,2023-12-07,,Indonesia,Manager,0,0,0,0,2,0.0,0,0,0,2,0.0
11076,88.8,1,2020-12-04,2020-12-30,Malaysia,Unknown,1,0,1,0,2,18.7,0,0,0,1,0.0
11077,66.4,0,2022-08-31,,Malaysia,Manager,1,1,0,0,1,0.0,0,0,0,1,0.0
11078,70.0,0,2024-06-19,,Hong Kong,Manager,0,0,0,0,1,0.0,0,0,0,2,0.0
11079,80.1,0,2025-02-21,,Thailand,Manager,0,0,0,0,3,0.0,0,0,0,0,0.0
11080,75.0,0,2019-10-21,,Thailand,Manager,1,0,0,0,0,0.0,0,0,0,0,0.0
11081,62.5,0,2019-11-27,,Malaysia,Individual Contributor,1,0,0,0,4,0.0,1,1,0,2,31.6
11082,46.9,0,2020-03-21,,Singapore,Manager,1,0,1,0,4,51.6,0,0,0,3,0.0
11083,72.0,0,2024-08-09,,Malaysia,Director,0,1,0,0,2,0.0,0,0,0,0,0.0
11084,70.0,0,2022-07-10,,Singapore,C-Level,0,0,0,0,2,0.0,0,0,0,4,0.0
11085,70.7,0,2023-06-13,,Singapore,Manager,1,0,1,0,0,108.2,0,0,0,1,0.0
11086,65.7,0,2021-04-04,,Singapore,Individual Contributor,0,0,0,0,1,0.0,0,0,0,0,0.0
11087,76.3,0,2024-01-19,,Hong Kong,Manager,0,0,0,0,0,0.0,0,0,0,1,0.0
11088,80.5,0,2023-12-14,,Singapore,Vice President,0,0,0,0,3,0.0,1,0,0,2,0.0
11089,71.1,0,2023-03-28,,Indonesia,Vice President,0,0,0,0,4,0.0,0,0,0,0,0.0
11090,72.8,0,2020-11-02,,Singapore,Manager,0,0,0,0,2,0.0,1,1,0,1,14.7
11091,75.7,0,2021-08-02,,Philippines,Vice President,0,0,0,0,5,0.0,0,0,0,2,0.0
11092,71.5,0,2022-06-05,,Singapore,Vice President,0,0,0,0,1,0.0,0,0,0,0,0.0
11093,72.7,0,2023-10-11,,India,Manager,0,0,0,0,3,0.0,0,0,0,1,0.0
11094,71.0,0,2020-11-12,,Indonesia,Manager,1,0,0,0,1,0.0,0,0,0,2,0.0
11095,80.7,0,2019-08-31,,Hong Kong,Manager,0,0,0,0,1,0.0,0,0,0,1,0.0
11096,81.2,1,2023-07-09,2023-07-29,Hong Kong,Individual Contributor,1,0,0,0,3,0.0,0,0,0,5,0.0
11097,70.6,0,2024-08-09,,Singapore,Vice President,1,0,1,0,1,27.3,0,0,0,1,0.0
11098,69.1,0,2024-06-03,,Indonesia,Director,0,1,0,0,2,0.0,0,0,0,1,0.0
11099,92.5,0,2020-04-28,,Thailand,Manager,0,0,0,0,2,0.0,0,0,0,2,0.0
11100,83.9,1,2023-12-22,2026-01-31,Australia,Manager,0,0,0,0,0,0.0,1,0,0,2,0.0
11101,82.1,0,2025-07-20,,Philippines,Manager,1,0,0,0,0,0.0,1,1,0,0,8.8
11102,72.4,0,2022-07-18,,Singapore,Individual Contributor,0,0,0,0,0,0.0,0,0,0,1,0.0
11103,66.0,0,2019-06-24,,Indonesia,Manager,0,0,0,0,2,0.0,0,0,0,2,0.0
11104,65.3,0,2025-07-29,,Singapore,Vice President,1,0,1,0,1,0.4,1,1,0,0,31.4
11105,70.0,0,2023-03-12,,Thailand,Manager,1,1,1,0,2,0.8,0,0,0,4,0.0
11106,61.8,0,2023-02-13,,Malaysia,Individual Contributor,0,0,0,0,1,0.0,0,0,0,0,0.0
11107,73.1,0,2023-12-05,,Thailand,Manager,0,0,0,0,0,0.0,0,0,0,3,0.0
11108,74.0,0,2021-12-09,,Hong Kong,Individual Contributor,0,0,0,0,1,0.0,0,0,0,1,0.0
11109,80.5,0,2020-05-16,,Thailand,Manager,1,0,0,0,2,0.0,0,0,0,1,0.0
11110,70.5,0,2019-06-05,,India,Manager,0,1,0,0,1,0.0,0,0,0,1,0.0
11111,76.5,0,2021-11-10,,Singapore,Manager,1,0,0,0,1,0.0,1,1,0,1,22.7
11112,73.1,0,2019-03-10,,Singapore,Vice President,0,1,0,0,2,0.0,0,0,0,3,0.0
11113,74.3,0,2019-08-10,,India,Director,0,0,0,0,2,0.0,0,0,0,3,0.0
11114,89.1,1,2023-09-17,2026-01-02,Australia,Manager,0,1,0,0,1,0.0,0,0,0,2,0.0
11115,74.0,0,2025-03-08,,Other,Individual Contributor,1,0,0,0,0,0.0,0,0,0,2,0.0
11116,72.4,0,2021-04-12,,Australia,Unknown,0,0,0,0,1,0.0,1,0,0,3,0.0
11117,74.9,0,2023-11-29,,Indonesia,Director,1,0,0,0,1,0.0,1,1,0,3,17.8
11118,62.1,0,2021-07-07,,Australia,Manager,0,0,0,0,1,0.0,0,0,0,0,0.0
11119,71.9,0,2023-11-24,,Australia,Vice President,1,0,1,0,1,9.5,0,0,0,0,0.0
11120,72.0,0,2020-06-19,,Australia,Manager,0,0,0,0,3,0.0,0,0,0,2,0.0
11121,89.5,0,2019-07-08,,Singapore,Director,1,0,0,0,6,0.0,1,0,0,2,0.0
11122,67.5,0,2023-06-21,,Singapore,Individual Contributor,1,0,0,0,1,0.0,0,0,0,3,0.0
11123,86.9,1,2019-06-14,2021-10-30,Singapore,Manager,0,0,0,0,2,0.0,0,0,0,2,0.0
11124,70.8,0,2020-07-04,,Malaysia,Manager,1,0,0,0,1,0.0,0,0,0,1,0.0
11125,71.4,0,2019-08-06,,Singapore,Manager,0,0,0,0,2,0.0,0,0,0,0,0.0
11126,65.2,0,2020-12-10,,Malaysia,Manager,0,0,0,0,1,0.0,0,0,0,4,0.0
11127,68.3,0,2025-04-27,,Indonesia,C-Level,1,0,0,0,0,0.0,0,0,0,1,0.0
11128,71.9,0,2022-02-14,,Philippines,Vice President,0,1,0,0,1,0.0,0,0,0,1,0.0
11129,72.9,0,2019-05-28,,Thailand,C-Level,0,0,0,0,1,0.0,1,0,0,1,0.0
11130,72.9,0,2023-09-29,,Singapore,C-Level,0,0,0,0,1,0.0,1,0,0,3,0.0
11131,66.0,0,2022-10-10,,Hong Kong,Individual Contributor,0,0,0,0,5,0.0,0,0,0,2,0.0
11132,68.2,0,2019-04-19,,Singapore,Vice President,0,0,0,0,1,0.0,0,0,0,1,0.0
11133,54.6,0,2024-03-08,,Singapore,Unknown,0,1,0,0,1,0.0,0,0,0,1,0.0
11134,83.7,0,2025-12-20,,Thailand,Individual Contributor,1,0,0,0,1,0.0,1,0,0,1,0.0
11135,80.8,1,2019-08-16,2022-12-01,Singapore,Manager,0,1,0,0,1,0.0,1,0,0,0,0.0
11136,68.8,0,2023-03-01,,Other,Manager,1,0,1,1,7,1.0,0,0,0,1,0.0
11137,76.7,0,2018-12-26,,Other,Director,0,0,0,0,0,0.0,0,0,0,2,0.0
11138,67.5,0,2021-05-17,,India,Unknown,0,0,0,0,2,0.0,1,0,0,2,0.0
11139,72.1,0,2023-02-15,,Indonesia,Director,1,0,1,0,4,36.7,0,0,0,3,0.0
11140,77.0,0,2024-06-03,,Singapore,Individual Contributor,0,0,0,0,2,0.0,0,0,0,0,0.0
11141,80.5,0,2025-02-04,,Singapore,Director,1,0,0,0,3,0.0,0,0,0,2,0.0
11142,76.2,0,2025-05-07,,India,Manager,0,0,0,0,3,0.0,0,0,0,1,0.0
11143,75.0,0,2025-07-18,,India,Director,0,0,0,0,0,0.0,0,0,0,1,0.0
11144,74.3,0,2022-05-02,,Indonesia,Manager,0,0,0,0,0,0.0,0,0,0,2,0.0
11145,80.9,1,2020-12-20,2024-01-25,Indonesia,Vice President,0,0,0,0,1,0.0,1,0,0,0,0.0
11146,74.7,0,2024-04-24,,Hong Kong,Manager,1,0,0,0,1,0.0,0,0,0,0,0.0
11147,65.3,0,2022-01-02,,Singapore,Individual Contributor,0,0,0,0,0,0.0,0,0,0,0,0.0
11148,74.7,0,2019-06-16,,Singapore,Unknown,0,1,0,0,4,0.0,0,0,0,1,0.0
11149,80.8,0,2020-07-17,,Philippines,Manager,1,0,0,0,2,0.0,1,0,1,10,0.0
11150,74.5,0,2021-12-10,,Philippines,Vice President,0,0,0,0,3,0.0,1,1,0,1,24.7
11151,81.1,0,2023-04-16,,Singapore,Director,0,0,0,0,1,0.0,0,0,0,0,0.0
11152,73.9,0,2019-12-19,,Philippines,Executive,1,0,0,0,1,0.0,1,0,0,2,0.0
11153,71.9,0,2022-08-28,,Indonesia,Individual Contributor,0,0,0,0,2,0.0,0,0,0,1,0.0
11154,54.6,0,2023-05-20,,Australia,Individual Contributor,0,0,0,0,3,0.0,0,0,0,1,0.0
11155,70.0,0,2022-11-15,,Hong Kong,Director,1,0,0,0,3,0.0,0,0,0,3,0.0
11156,70.3,0,2021-01-08,,Indonesia,Director,1,0,1,0,0,7.8,1,0,0,2,0.0
11157,72.6,0,2019-03-10,,India,Vice President,0,0,0,0,4,0.0,0,0,0,3,0.0
11158,76.1,0,2019-09-16,,Hong Kong,Manager,0,1,0,0,2,0.0,0,0,0,1,0.0
11159,79.8,0,2024-06-18,,Malaysia,Director,1,0,0,0,2,0.0,0,0,0,2,0.0
11160,74.1,0,2025-05-30,,Singapore,Manager,1,0,0,0,1,0.0,0,0,0,3,0.0
11161,76.8,0,2019-08-10,,Other,Individual Contributor,0,0,0,0,2,0.0,0,0,0,3,0.0
11162,72.6,0,2020-12-27,,Singapore,Manager,0,0,0,0,0,0.0,0,0,0,4,0.0
11163,76.7,0,2023-11-08,,Singapore,Individual Contributor,0,0,0,0,1,0.0,0,0,0,4,0.0
11164,75.9,1,2019-10-26,2019-10-28,Singapore,Manager,0,0,0,0,2,0.0,0,0,0,2,0.0
11165,76.5,1,2022-07-06,2022-07-14,Philippines,Manager,1,0,1,1,2,163.7,0,0,0,0,0.0
11166,77.7,0,2020-01-14,,Malaysia,Director,0,0,0,0,3,0.0,0,0,0,2,0.0
11167,79.7,0,2024-12-15,,Singapore,Manager,0,0,0,0,5,0.0,0,0,0,1,0.0
11168,64.1,0,2025-12-07,,Other,Individual Contributor,0,0,0,0,3,0.0,0,0,0,1,0.0
11169,70.4,0,2023-10-31,,Thailand,C-Level,1,0,1,0,2,11.9,0,0,0,2,0.0
11170,71.9,0,2025-01-25,,Malaysia,Individual Contributor,1,0,1,1,3,99.5,0,0,0,3,0.0
11171,69.5,0,2025-03-17,,Singapore,Executive,0,0,0,0,2,0.0,0,0,0,0,0.0
11172,70.9,0,2022-08-22,,Other,Manager,0,0,0,0,1,0.0,0,0,0,1,0.0
11173,58.7,0,2019-01-01,,India,Manager,0,0,0,0,4,0.0,0,0,0,2,0.0
11174,84.5,0,2023-08-07,,India,Individual Contributor,0,0,0,0,1,0.0,0,0,0,2,0.0
11175,71.5,0,2023-11-19,,Malaysia,Director,0,0,0,0,1,0.0,0,0,0,0,0.0
11176,72.8,0,2019-09-12,,Indonesia,Unknown,0,0,0,0,2,0.0,1,0,0,2,0.0
11177,79.8,1,2021-02-01,2023-01-07,India,Individual Contributor,0,0,0,0,1,0.0,0,0,0,1,0.0
11178,89.9,1,2021-04-12,2021-04-22,India,Individual Contributor,0,0,0,0,4,0.0,1,1,0,0,0.6
11179,68.4,0,2023-02-20,,Philippines,Manager,1,0,1,0,4,131.1,0,0,0,3,0.0
11180,71.4,0,2023-08-13,,Other,Individual Contributor,0,0,0,0,1,0.0,1,1,0,0,61.8
11181,65.4,0,2024-09-28,,India,Manager,0,0,0,0,3,0.0,0,0,0,1,0.0
11182,70.6,0,2021-08-22,,Philippines,Individual Contributor,0,0,0,0,0,0.0,0,0,0,1,0.0
11183,94.4,1,2024-01-29,2025-11-21,Singapore,Individual Contributor,1,0,0,0,2,0.0,0,0,0,1,0.0
11184,79.9,0,2024-02-28,,Singapore,Manager,1,0,1,0,1,27.1,0,0,0,1,0.0
11185,66.4,0,2019-10-07,,Indonesia,Manager,0,0,0,0,1,0.0,0,0,0,2,0.0
11186,72.2,0,2023-10-14,,Singapore,Manager,0,0,0,0,1,0.0,0,0,0,3,0.0
11187,71.0,0,2019-10-28,,Malaysia,Individual Contributor,0,0,0,0,4,0.0,1,1,0,1,30.1
11188,74.9,1,2024-11-08,2026-01-31,India,Manager,1,0,0,0,1,0.0,0,0,0,4,0.0
11189,70.6,0,2025-02-24,,Philippines,Individual Contributor,0,0,0,0,3,0.0,0,0,0,0,0.0
11190,73.2,0,2022-12-02,,Thailand,Manager,0,0,0,0,1,0.0,0,0,0,1,0.0
11191,66.8,0,2024-04-03,,Hong Kong,Manager,0,0,0,0,3,0.0,1,1,0,1,24.7
11192,73.6,0,2022-05-02,,Malaysia,Manager,0,0,0,0,2,0.0,0,0,0,2,0.0
11193,77.3,0,2022-02-18,,Other,Manager,0,0,0,0,6,0.0,0,0,0,1,0.0
11194,71.2,0,2021-04-25,,Singapore,Individual Contributor,0,0,0,0,0,0.0,1,0,0,1,0.0
11195,81.9,0,2023-02-02,,Singapore,Manager,0,0,0,0,6,0.0,0,0,0,1,0.0
11196,74.1,0,2023-10-24,,Australia,Manager,0,0,0,0,3,0.0,0,0,0,2,0.0
11197,67.0,0,2019-03-22,,Hong Kong,Manager,1,1,0,0,1,0.0,0,0,0,3,0.0
11198,80.6,0,2022-07-13,,Thailand,Individual Contributor,0,0,0,0,3,0.0,0,0,0,2,0.0
11199,71.4,0,2022-08-03,,Hong Kong,Individual Contributor,0,0,0,0,3,0.0,0,0,0,3,0.0
11200,55.8,0,2024-02-19,,Hong Kong,Manager,0,0,0,0,3,0.0,0,0,0,0,0.0
11201,83.3,1,2023-12-21,2026-01-31,Hong Kong,Individual Contributor,0,0,0,0,2,0.0,0,0,0,1,0.0
11202,74.9,0,2019-10-05,,Other,Manager,0,0,0,0,2,0.0,1,1,0,2,29.5
11203,73.1,0,2025-12-10,,Singapore,Individual Contributor,0,0,0,0,1,0.0,1,1,0,1,18.3
11204,70.5,0,2021-09-28,,Indonesia,Manager,0,0,0,0,3,0.0,0,0,0,4,0.0
11205,53.4,0,2019-04-05,,Singapore,Manager,0,0,0,0,3,0.0,0,0,0,0,0.0
11206,66.3,0,2019-06-05,,Singapore,Manager,0,1,0,0,3,0.0,1,0,0,0,0.0
11207,88.4,1,2022-09-17,2024-12-21,Malaysia,Unknown,0,0,0,0,5,0.0,0,0,0,0,0.0
11208,60.0,0,2025-03-14,,Australia,Manager,1,0,0,0,1,0.0,0,0,0,1,0.0
11209,66.8,0,2024-12-26,,Singapore,Manager,1,0,0,0,1,0.0,0,0,0,1,0.0
11210,79.5,0,2019-10-24,,Singapore,C-Level,0,0,0,0,1,0.0,0,0,0,0,0.0
11211,65.5,0,2021-01-19,,Malaysia,Unknown,1,0,0,0,2,0.0,0,0,0,0,0.0
11212,71.0,0,2020-09-06,,Malaysia,Unknown,1,0,0,0,2,0.0,0,0,0,2,0.0
11213,75.8,0,2021-02-03,,Singapore,Individual Contributor,0,0,0,0,2,0.0,0,0,0,0,0.0
11214,74.9,0,2023-08-18,,Malaysia,Manager,1,0,0,0,2,0.0,0,0,0,2,0.0
11215,67.1,0,2021-04-28,,Indonesia,Manager,0,0,0,0,4,0.0,0,0,0,2,0.0
11216,71.7,0,2021-10-01,,Australia,Manager,0,0,0,0,3,0.0,0,0,0,1,0.0
11217,72.2,0,2020-03-25,,India,Individual Contributor,0,0,0,0,4,0.0,0,0,0,3,0.0
11218,92.6,1,2020-09-23,2020-09-27,Hong Kong,Unknown,1,0,1,0,0,127.3,1,0,0,1,0.0
11219,79.7,0,2025-08-22,,Singapore,Manager,1,0,1,0,7,153.3,0,0,0,0,0.0
